"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2021-2022","HALF_TIME","1400","1499","1","100","700"
"2021-2022","HALF_TIME","1400","1499","101","200","650"
"2021-2022","HALF_TIME","1500","1599","0","0","775"
"2021-2022","HALF_TIME","1500","1599","1","100","750"
"2021-2022","HALF_TIME","1500","1599","101","200","700"
"2021-2022","HALF_TIME","1500","1599","201","300","650"
"2021-2022","HALF_TIME","1600","1699","0","0","825"
"2021-2022","HALF_TIME","1600","1699","1","100","800"
"2021-2022","HALF_TIME","1600","1699","101","200","750"
"2021-2022","HALF_TIME","1600","1699","201","300","700"
"2021-2022","HALF_TIME","1600","1699","301","400","650"
"2021-2022","HALF_TIME","1700","1799","0","0","875"
"2021-2022","HALF_TIME","1700","1799","1","100","850"
"2021-2022","HALF_TIME","1700","1799","101","200","800"
"2021-2022","HALF_TIME","1700","1799","201","300","750"
"2021-2022","HALF_TIME","1700","1799","301","400","700"
"2021-2022","HALF_TIME","1700","1799","401","500","650"
"2021-2022","HALF_TIME","1800","1899","0","0","925"
"2021-2022","HALF_TIME","1800","1899","1","100","900"
"2021-2022","HALF_TIME","1800","1899","101","200","850"
"2021-2022","HALF_TIME","1800","1899","201","300","800"
"2021-2022","HALF_TIME","1800","1899","301","400","750"
"2021-2022","HALF_TIME","1800","1899","401","500","700"
"2021-2022","HALF_TIME","1800","1899","501","600","650"
"2021-2022","HALF_TIME","1900","1999","0","0","975"
"2021-2022","HALF_TIME","1900","1999","1","100","950"
"2021-2022","HALF_TIME","1900","1999","101","200","900"
"2021-2022","HALF_TIME","1900","1999","201","300","850"
"2021-2022","HALF_TIME","1900","1999","301","400","800"
"2021-2022","HALF_TIME","1900","1999","401","500","750"
"2021-2022","HALF_TIME","1900","1999","501","600","700"
"2021-2022","HALF_TIME","1900","1999","601","700","650"
"2021-2022","HALF_TIME","2000","2099","0","0","1025"
"2021-2022","HALF_TIME","2000","2099","1","100","1000"
"2021-2022","HALF_TIME","2000","2099","101","200","950"
"2021-2022","HALF_TIME","2000","2099","201","300","900"
"2021-2022","HALF_TIME","2000","2099","301","400","850"
"2021-2022","HALF_TIME","2000","2099","401","500","800"
"2021-2022","HALF_TIME","2000","2099","501","600","750"
"2021-2022","HALF_TIME","2000","2099","601","700","700"
"2021-2022","HALF_TIME","2000","2099","701","800","650"
"2021-2022","HALF_TIME","2100","2199","0","0","1075"
"2021-2022","HALF_TIME","2100","2199","1","100","1050"
"2021-2022","HALF_TIME","2100","2199","101","200","1000"
"2021-2022","HALF_TIME","2100","2199","201","300","950"
"2021-2022","HALF_TIME","2100","2199","301","400","900"
"2021-2022","HALF_TIME","2100","2199","401","500","850"
"2021-2022","HALF_TIME","2100","2199","501","600","800"
"2021-2022","HALF_TIME","2100","2199","601","700","750"
"2021-2022","HALF_TIME","2100","2199","701","800","700"
"2021-2022","HALF_TIME","2100","2199","801","900","650"
"2021-2022","HALF_TIME","2200","2299","0","0","1125"
"2021-2022","HALF_TIME","2200","2299","1","100","1100"
"2021-2022","HALF_TIME","2200","2299","101","200","1050"
"2021-2022","HALF_TIME","2200","2299","201","300","1000"
"2021-2022","HALF_TIME","2200","2299","301","400","950"
"2021-2022","HALF_TIME","2200","2299","401","500","900"
"2021-2022","HALF_TIME","2200","2299","501","600","850"
"2021-2022","HALF_TIME","2200","2299","601","700","800"
"2021-2022","HALF_TIME","2200","2299","701","800","750"
"2021-2022","HALF_TIME","2200","2299","801","900","700"
"2021-2022","HALF_TIME","2200","2299","901","1000","650"
"2021-2022","HALF_TIME","2300","2399","0","0","1175"
"2021-2022","HALF_TIME","2300","2399","1","100","1150"
"2021-2022","HALF_TIME","2300","2399","101","200","1100"
"2021-2022","HALF_TIME","2300","2399","201","300","1050"
"2021-2022","HALF_TIME","2300","2399","301","400","1000"
"2021-2022","HALF_TIME","2300","2399","401","500","950"
"2021-2022","HALF_TIME","2300","2399","501","600","900"
"2021-2022","HALF_TIME","2300","2399","601","700","850"
"2021-2022","HALF_TIME","2300","2399","701","800","800"
"2021-2022","HALF_TIME","2300","2399","801","900","750"
"2021-2022","HALF_TIME","2300","2399","901","1000","700"
"2021-2022","HALF_TIME","2300","2399","1001","1100","650"
"2021-2022","HALF_TIME","2400","2499","0","0","1225"
"2021-2022","HALF_TIME","2400","2499","1","100","1200"
"2021-2022","HALF_TIME","2400","2499","101","200","1150"
"2021-2022","HALF_TIME","2400","2499","201","300","1100"
"2021-2022","HALF_TIME","2400","2499","301","400","1050"
"2021-2022","HALF_TIME","2400","2499","401","500","1000"
"2021-2022","HALF_TIME","2400","2499","501","600","950"
"2021-2022","HALF_TIME","2400","2499","601","700","900"
"2021-2022","HALF_TIME","2400","2499","701","800","850"
"2021-2022","HALF_TIME","2400","2499","801","900","800"
"2021-2022","HALF_TIME","2400","2499","901","1000","750"
"2021-2022","HALF_TIME","2400","2499","1001","1100","700"
"2021-2022","HALF_TIME","2400","2499","1101","1200","650"
"2021-2022","HALF_TIME","2500","2599","0","0","1275"
"2021-2022","HALF_TIME","2500","2599","1","100","1250"
"2021-2022","HALF_TIME","2500","2599","101","200","1200"
"2021-2022","HALF_TIME","2500","2599","201","300","1150"
"2021-2022","HALF_TIME","2500","2599","301","400","1100"
"2021-2022","HALF_TIME","2500","2599","401","500","1050"
"2021-2022","HALF_TIME","2500","2599","501","600","1000"
"2021-2022","HALF_TIME","2500","2599","601","700","950"
"2021-2022","HALF_TIME","2500","2599","701","800","900"
"2021-2022","HALF_TIME","2500","2599","801","900","850"
"2021-2022","HALF_TIME","2500","2599","901","1000","800"
"2021-2022","HALF_TIME","2500","2599","1001","1100","750"
"2021-2022","HALF_TIME","2500","2599","1101","1200","700"
"2021-2022","HALF_TIME","2500","2599","1201","1300","650"
"2021-2022","HALF_TIME","2600","2699","0","0","1325"
"2021-2022","HALF_TIME","2600","2699","1","100","1300"
"2021-2022","HALF_TIME","2600","2699","101","200","1250"
"2021-2022","HALF_TIME","2600","2699","201","300","1200"
"2021-2022","HALF_TIME","2600","2699","301","400","1150"
"2021-2022","HALF_TIME","2600","2699","401","500","1100"
"2021-2022","HALF_TIME","2600","2699","501","600","1050"
"2021-2022","HALF_TIME","2600","2699","601","700","1000"
"2021-2022","HALF_TIME","2600","2699","701","800","950"
"2021-2022","HALF_TIME","2600","2699","801","900","900"
"2021-2022","HALF_TIME","2600","2699","901","1000","850"
"2021-2022","HALF_TIME","2600","2699","1001","1100","800"
"2021-2022","HALF_TIME","2600","2699","1101","1200","750"
"2021-2022","HALF_TIME","2600","2699","1201","1300","700"
"2021-2022","HALF_TIME","2600","2699","1301","1400","650"
"2021-2022","HALF_TIME","2700","2799","0","0","1375"
"2021-2022","HALF_TIME","2700","2799","1","100","1350"
"2021-2022","HALF_TIME","2700","2799","101","200","1300"
"2021-2022","HALF_TIME","2700","2799","201","300","1250"
"2021-2022","HALF_TIME","2700","2799","301","400","1200"
"2021-2022","HALF_TIME","2700","2799","401","500","1150"
"2021-2022","HALF_TIME","2700","2799","501","600","1100"
"2021-2022","HALF_TIME","2700","2799","601","700","1050"
"2021-2022","HALF_TIME","2700","2799","701","800","1000"
"2021-2022","HALF_TIME","2700","2799","801","900","950"
"2021-2022","HALF_TIME","2700","2799","901","1000","900"
"2021-2022","HALF_TIME","2700","2799","1001","1100","850"
"2021-2022","HALF_TIME","2700","2799","1101","1200","800"
"2021-2022","HALF_TIME","2700","2799","1201","1300","750"
"2021-2022","HALF_TIME","2700","2799","1301","1400","700"
"2021-2022","HALF_TIME","2700","2799","1401","1500","650"
"2021-2022","HALF_TIME","2800","2899","0","0","1425"
"2021-2022","HALF_TIME","2800","2899","1","100","1400"
"2021-2022","HALF_TIME","2800","2899","101","200","1350"
"2021-2022","HALF_TIME","2800","2899","201","300","1300"
"2021-2022","HALF_TIME","2800","2899","301","400","1250"
"2021-2022","HALF_TIME","2800","2899","401","500","1200"
"2021-2022","HALF_TIME","2800","2899","501","600","1150"
"2021-2022","HALF_TIME","2800","2899","601","700","1100"
"2021-2022","HALF_TIME","2800","2899","701","800","1050"
"2021-2022","HALF_TIME","2800","2899","801","900","1000"
"2021-2022","HALF_TIME","2800","2899","901","1000","950"
"2021-2022","HALF_TIME","2800","2899","1001","1100","900"
"2021-2022","HALF_TIME","2800","2899","1101","1200","850"
"2021-2022","HALF_TIME","2800","2899","1201","1300","800"
"2021-2022","HALF_TIME","2800","2899","1301","1400","750"
"2021-2022","HALF_TIME","2800","2899","1401","1500","700"
"2021-2022","HALF_TIME","2800","2899","1501","1600","650"
"2021-2022","HALF_TIME","2900","2999","0","0","1475"
"2021-2022","HALF_TIME","2900","2999","1","100","1450"
"2021-2022","HALF_TIME","2900","2999","101","200","1400"
"2021-2022","HALF_TIME","2900","2999","201","300","1350"
"2021-2022","HALF_TIME","2900","2999","301","400","1300"
"2021-2022","HALF_TIME","2900","2999","401","500","1250"
"2021-2022","HALF_TIME","2900","2999","501","600","1200"
"2021-2022","HALF_TIME","2900","2999","601","700","1150"
"2021-2022","HALF_TIME","2900","2999","701","800","1100"
"2021-2022","HALF_TIME","2900","2999","801","900","1050"
"2021-2022","HALF_TIME","2900","2999","901","1000","1000"
"2021-2022","HALF_TIME","2900","2999","1001","1100","950"
"2021-2022","HALF_TIME","2900","2999","1101","1200","900"
"2021-2022","HALF_TIME","2900","2999","1201","1300","850"
"2021-2022","HALF_TIME","2900","2999","1301","1400","800"
"2021-2022","HALF_TIME","2900","2999","1401","1500","750"
"2021-2022","HALF_TIME","2900","2999","1501","1600","700"
"2021-2022","HALF_TIME","2900","2999","1601","1700","650"
"2021-2022","HALF_TIME","3000","3099","0","0","1525"
"2021-2022","HALF_TIME","3000","3099","1","100","1500"
"2021-2022","HALF_TIME","3000","3099","101","200","1450"
"2021-2022","HALF_TIME","3000","3099","201","300","1400"
"2021-2022","HALF_TIME","3000","3099","301","400","1350"
"2021-2022","HALF_TIME","3000","3099","401","500","1300"
"2021-2022","HALF_TIME","3000","3099","501","600","1250"
"2021-2022","HALF_TIME","3000","3099","601","700","1200"
"2021-2022","HALF_TIME","3000","3099","701","800","1150"
"2021-2022","HALF_TIME","3000","3099","801","900","1100"
"2021-2022","HALF_TIME","3000","3099","901","1000","1050"
"2021-2022","HALF_TIME","3000","3099","1001","1100","1000"
"2021-2022","HALF_TIME","3000","3099","1101","1200","950"
"2021-2022","HALF_TIME","3000","3099","1201","1300","900"
"2021-2022","HALF_TIME","3000","3099","1301","1400","850"
"2021-2022","HALF_TIME","3000","3099","1401","1500","800"
"2021-2022","HALF_TIME","3000","3099","1501","1600","750"
"2021-2022","HALF_TIME","3000","3099","1601","1700","700"
"2021-2022","HALF_TIME","3000","3099","1701","1800","650"
"2021-2022","HALF_TIME","3100","3199","0","0","1575"
"2021-2022","HALF_TIME","3100","3199","1","100","1550"
"2021-2022","HALF_TIME","3100","3199","101","200","1500"
"2021-2022","HALF_TIME","3100","3199","201","300","1450"
"2021-2022","HALF_TIME","3100","3199","301","400","1400"
"2021-2022","HALF_TIME","3100","3199","401","500","1350"
"2021-2022","HALF_TIME","3100","3199","501","600","1300"
"2021-2022","HALF_TIME","3100","3199","601","700","1250"
"2021-2022","HALF_TIME","3100","3199","701","800","1200"
"2021-2022","HALF_TIME","3100","3199","801","900","1150"
"2021-2022","HALF_TIME","3100","3199","901","1000","1100"
"2021-2022","HALF_TIME","3100","3199","1001","1100","1050"
"2021-2022","HALF_TIME","3100","3199","1101","1200","1000"
"2021-2022","HALF_TIME","3100","3199","1201","1300","950"
"2021-2022","HALF_TIME","3100","3199","1301","1400","900"
"2021-2022","HALF_TIME","3100","3199","1401","1500","850"
"2021-2022","HALF_TIME","3100","3199","1501","1600","800"
"2021-2022","HALF_TIME","3100","3199","1601","1700","750"
"2021-2022","HALF_TIME","3100","3199","1701","1800","700"
"2021-2022","HALF_TIME","3100","3199","1801","1900","650"
"2021-2022","HALF_TIME","3200","3299","0","0","1625"
"2021-2022","HALF_TIME","3200","3299","1","100","1600"
"2021-2022","HALF_TIME","3200","3299","101","200","1550"
"2021-2022","HALF_TIME","3200","3299","201","300","1500"
"2021-2022","HALF_TIME","3200","3299","301","400","1450"
"2021-2022","HALF_TIME","3200","3299","401","500","1400"
"2021-2022","HALF_TIME","3200","3299","501","600","1350"
"2021-2022","HALF_TIME","3200","3299","601","700","1300"
"2021-2022","HALF_TIME","3200","3299","701","800","1250"
"2021-2022","HALF_TIME","3200","3299","801","900","1200"
"2021-2022","HALF_TIME","3200","3299","901","1000","1150"
"2021-2022","HALF_TIME","3200","3299","1001","1100","1100"
"2021-2022","HALF_TIME","3200","3299","1101","1200","1050"
"2021-2022","HALF_TIME","3200","3299","1201","1300","1000"
"2021-2022","HALF_TIME","3200","3299","1301","1400","950"
"2021-2022","HALF_TIME","3200","3299","1401","1500","900"
"2021-2022","HALF_TIME","3200","3299","1501","1600","850"
"2021-2022","HALF_TIME","3200","3299","1601","1700","800"
"2021-2022","HALF_TIME","3200","3299","1701","1800","750"
"2021-2022","HALF_TIME","3200","3299","1801","1900","700"
"2021-2022","HALF_TIME","3200","3299","1901","2000","650"
"2021-2022","HALF_TIME","3300","3399","0","0","1675"
"2021-2022","HALF_TIME","3300","3399","1","100","1650"
"2021-2022","HALF_TIME","3300","3399","101","200","1600"
"2021-2022","HALF_TIME","3300","3399","201","300","1550"
"2021-2022","HALF_TIME","3300","3399","301","400","1500"
"2021-2022","HALF_TIME","3300","3399","401","500","1450"
"2021-2022","HALF_TIME","3300","3399","501","600","1400"
"2021-2022","HALF_TIME","3300","3399","601","700","1350"
"2021-2022","HALF_TIME","3300","3399","701","800","1300"
"2021-2022","HALF_TIME","3300","3399","801","900","1250"
"2021-2022","HALF_TIME","3300","3399","901","1000","1200"
"2021-2022","HALF_TIME","3300","3399","1001","1100","1150"
"2021-2022","HALF_TIME","3300","3399","1101","1200","1100"
"2021-2022","HALF_TIME","3300","3399","1201","1300","1050"
"2021-2022","HALF_TIME","3300","3399","1301","1400","1000"
"2021-2022","HALF_TIME","3300","3399","1401","1500","950"
"2021-2022","HALF_TIME","3300","3399","1501","1600","900"
"2021-2022","HALF_TIME","3300","3399","1601","1700","850"
"2021-2022","HALF_TIME","3300","3399","1701","1800","800"
"2021-2022","HALF_TIME","3300","3399","1801","1900","750"
"2021-2022","HALF_TIME","3300","3399","1901","2000","700"
"2021-2022","HALF_TIME","3300","3399","2001","2100","650"
"2021-2022","HALF_TIME","3400","3499","0","0","1725"
"2021-2022","HALF_TIME","3400","3499","1","100","1700"
"2021-2022","HALF_TIME","3400","3499","101","200","1650"
"2021-2022","HALF_TIME","3400","3499","201","300","1600"
"2021-2022","HALF_TIME","3400","3499","301","400","1550"
"2021-2022","HALF_TIME","3400","3499","401","500","1500"
"2021-2022","HALF_TIME","3400","3499","501","600","1450"
"2021-2022","HALF_TIME","3400","3499","601","700","1400"
"2021-2022","HALF_TIME","3400","3499","701","800","1350"
"2021-2022","HALF_TIME","3400","3499","801","900","1300"
"2021-2022","HALF_TIME","3400","3499","901","1000","1250"
"2021-2022","HALF_TIME","3400","3499","1001","1100","1200"
"2021-2022","HALF_TIME","3400","3499","1101","1200","1150"
"2021-2022","HALF_TIME","3400","3499","1201","1300","1100"
"2021-2022","HALF_TIME","3400","3499","1301","1400","1050"
"2021-2022","HALF_TIME","3400","3499","1401","1500","1000"
"2021-2022","HALF_TIME","3400","3499","1501","1600","950"
"2021-2022","HALF_TIME","3400","3499","1601","1700","900"
"2021-2022","HALF_TIME","3400","3499","1701","1800","850"
"2021-2022","HALF_TIME","3400","3499","1801","1900","800"
"2021-2022","HALF_TIME","3400","3499","1901","2000","750"
"2021-2022","HALF_TIME","3400","3499","2001","2100","700"
"2021-2022","HALF_TIME","3400","3499","2101","2200","650"
"2021-2022","HALF_TIME","3500","3599","0","0","1775"
"2021-2022","HALF_TIME","3500","3599","1","100","1750"
"2021-2022","HALF_TIME","3500","3599","101","200","1700"
"2021-2022","HALF_TIME","3500","3599","201","300","1650"
"2021-2022","HALF_TIME","3500","3599","301","400","1600"
"2021-2022","HALF_TIME","3500","3599","401","500","1550"
"2021-2022","HALF_TIME","3500","3599","501","600","1500"
"2021-2022","HALF_TIME","3500","3599","601","700","1450"
"2021-2022","HALF_TIME","3500","3599","701","800","1400"
"2021-2022","HALF_TIME","3500","3599","801","900","1350"
"2021-2022","HALF_TIME","3500","3599","901","1000","1300"
"2021-2022","HALF_TIME","3500","3599","1001","1100","1250"
"2021-2022","HALF_TIME","3500","3599","1101","1200","1200"
"2021-2022","HALF_TIME","3500","3599","1201","1300","1150"
"2021-2022","HALF_TIME","3500","3599","1301","1400","1100"
"2021-2022","HALF_TIME","3500","3599","1401","1500","1050"
"2021-2022","HALF_TIME","3500","3599","1501","1600","1000"
"2021-2022","HALF_TIME","3500","3599","1601","1700","950"
"2021-2022","HALF_TIME","3500","3599","1701","1800","900"
"2021-2022","HALF_TIME","3500","3599","1801","1900","850"
"2021-2022","HALF_TIME","3500","3599","1901","2000","800"
"2021-2022","HALF_TIME","3500","3599","2001","2100","750"
"2021-2022","HALF_TIME","3500","3599","2101","2200","700"
"2021-2022","HALF_TIME","3500","3599","2201","2300","650"
"2021-2022","HALF_TIME","3600","3699","0","0","1825"
"2021-2022","HALF_TIME","3600","3699","1","100","1800"
"2021-2022","HALF_TIME","3600","3699","101","200","1750"
"2021-2022","HALF_TIME","3600","3699","201","300","1700"
"2021-2022","HALF_TIME","3600","3699","301","400","1650"
"2021-2022","HALF_TIME","3600","3699","401","500","1600"
"2021-2022","HALF_TIME","3600","3699","501","600","1550"
"2021-2022","HALF_TIME","3600","3699","601","700","1500"
"2021-2022","HALF_TIME","3600","3699","701","800","1450"
"2021-2022","HALF_TIME","3600","3699","801","900","1400"
"2021-2022","HALF_TIME","3600","3699","901","1000","1350"
"2021-2022","HALF_TIME","3600","3699","1001","1100","1300"
"2021-2022","HALF_TIME","3600","3699","1101","1200","1250"
"2021-2022","HALF_TIME","3600","3699","1201","1300","1200"
"2021-2022","HALF_TIME","3600","3699","1301","1400","1150"
"2021-2022","HALF_TIME","3600","3699","1401","1500","1100"
"2021-2022","HALF_TIME","3600","3699","1501","1600","1050"
"2021-2022","HALF_TIME","3600","3699","1601","1700","1000"
"2021-2022","HALF_TIME","3600","3699","1701","1800","950"
"2021-2022","HALF_TIME","3600","3699","1801","1900","900"
"2021-2022","HALF_TIME","3600","3699","1901","2000","850"
"2021-2022","HALF_TIME","3600","3699","2001","2100","800"
"2021-2022","HALF_TIME","3600","3699","2101","2200","750"
"2021-2022","HALF_TIME","3600","3699","2201","2300","700"
"2021-2022","HALF_TIME","3600","3699","2301","2400","650"
"2021-2022","HALF_TIME","3700","3799","0","0","1875"
"2021-2022","HALF_TIME","3700","3799","1","100","1850"
"2021-2022","HALF_TIME","3700","3799","101","200","1800"
"2021-2022","HALF_TIME","3700","3799","201","300","1750"
"2021-2022","HALF_TIME","3700","3799","301","400","1700"
"2021-2022","HALF_TIME","3700","3799","401","500","1650"
"2021-2022","HALF_TIME","3700","3799","501","600","1600"
"2021-2022","HALF_TIME","3700","3799","601","700","1550"
"2021-2022","HALF_TIME","3700","3799","701","800","1500"
"2021-2022","HALF_TIME","3700","3799","801","900","1450"
"2021-2022","HALF_TIME","3700","3799","901","1000","1400"
"2021-2022","HALF_TIME","3700","3799","1001","1100","1350"
"2021-2022","HALF_TIME","3700","3799","1101","1200","1300"
"2021-2022","HALF_TIME","3700","3799","1201","1300","1250"
"2021-2022","HALF_TIME","3700","3799","1301","1400","1200"
"2021-2022","HALF_TIME","3700","3799","1401","1500","1150"
"2021-2022","HALF_TIME","3700","3799","1501","1600","1100"
